model,benchmark,budget,contrast,metric,source_video_clusters,estimate,ci_low,ci_high,p_two_sided,bootstrap_draws
qwen3_vl_32b,herbench,3,exhaustive_minus_pairwise,gold_probability_regret_reduction,48,0.013923341675905379,0.00890920803550687,0.019534105682749627,9.999000099990002e-05,10000
qwen3_vl_32b,herbench,3,exhaustive_minus_pairwise,accuracy_gain,48,0.01808035714285714,0.006170014880952385,0.03325892857142857,0.015298470152984701,10000
qwen3_vl_32b,lvbench,2,pairwise_minus_singleton,optimal_set_recovery_gain,91,0.531043956043956,0.47738095238095235,0.5853525641025641,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,pairwise_minus_singleton,logodds_regret_reduction,91,0.6142040499232473,0.43300148329110416,0.8792454884321824,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,pairwise_minus_singleton,gold_probability_regret_reduction,91,0.027866973429850103,0.015168879778968981,0.04471563492816874,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,pairwise_minus_singleton,accuracy_gain,91,0.03058608058608058,0.013461538461538462,0.051007326007326007,0.0005999400059994001,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_singleton,optimal_set_recovery_gain,91,0.531043956043956,0.4773809523809524,0.586996336996337,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_singleton,logodds_regret_reduction,91,0.6142040499232473,0.4322454476302924,0.8808864243555986,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_singleton,gold_probability_regret_reduction,91,0.027866973429850103,0.015211400997517702,0.04452642820323407,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_singleton,accuracy_gain,91,0.03058608058608058,0.01346153846153846,0.050824175824175824,0.0004999500049995,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_pairwise,optimal_set_recovery_gain,91,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_pairwise,logodds_regret_reduction,91,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_pairwise,gold_probability_regret_reduction,91,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,lvbench,2,exhaustive_minus_pairwise,accuracy_gain,91,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,lvbench,3,pairwise_minus_singleton,optimal_set_recovery_gain,91,0.1434981684981685,0.06309523809523811,0.22435897435897437,0.0006999300069993001,10000
qwen3_vl_32b,lvbench,3,pairwise_minus_singleton,logodds_regret_reduction,91,0.21350848531281946,0.09352569859892369,0.33538700492508966,0.00039996000399960006,10000
qwen3_vl_32b,lvbench,3,pairwise_minus_singleton,gold_probability_regret_reduction,91,0.004247292956709616,-0.003148566150335061,0.011881889763887956,0.27277272272772723,10000
qwen3_vl_32b,lvbench,3,pairwise_minus_singleton,accuracy_gain,91,-0.0071428571428571435,-0.01813186813186813,0.001098901098901099,0.24977502249775022,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_singleton,optimal_set_recovery_gain,91,0.4871794871794871,0.42518086080586076,0.5477106227106227,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_singleton,logodds_regret_reduction,91,0.4549643498930302,0.3623413859971634,0.5530606304585134,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_singleton,gold_probability_regret_reduction,91,0.01741242536862256,0.011363707835412845,0.02461028855090333,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_singleton,accuracy_gain,91,0.0056776556776556774,0.0,0.01336996336996337,0.24977502249775022,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_pairwise,optimal_set_recovery_gain,91,0.3436813186813187,0.2844322344322344,0.40393772893772895,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_pairwise,logodds_regret_reduction,91,0.24145586458021084,0.16966575567335057,0.3279521422333603,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_pairwise,gold_probability_regret_reduction,91,0.01316513241191294,0.0073141638570454375,0.01982462214952561,9.999000099990002e-05,10000
qwen3_vl_32b,lvbench,3,exhaustive_minus_pairwise,accuracy_gain,91,0.012820512820512818,0.0027472527472527475,0.024725274725274724,0.0673932606739326,10000
qwen3_vl_32b,nextgqa,2,pairwise_minus_singleton,optimal_set_recovery_gain,184,0.4116847826086957,0.358695652173913,0.46334918478260817,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,pairwise_minus_singleton,logodds_regret_reduction,184,0.25399689624723687,0.1858183031730048,0.3302925566970503,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,pairwise_minus_singleton,gold_probability_regret_reduction,184,0.013081746154814364,0.00597854820799614,0.022161573656270868,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,pairwise_minus_singleton,accuracy_gain,184,0.021739130434782608,0.006793478260869565,0.03940217391304348,0.007499250074992501,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_singleton,optimal_set_recovery_gain,184,0.4116847826086957,0.360054347826087,0.4633152173913043,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_singleton,logodds_regret_reduction,184,0.25399689624723687,0.18548700414494493,0.32875330816311893,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_singleton,gold_probability_regret_reduction,184,0.013081746154814364,0.005961803660761747,0.022166246945505327,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_singleton,accuracy_gain,184,0.021739130434782608,0.008152173913043478,0.03940217391304348,0.006799320067993201,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_pairwise,optimal_set_recovery_gain,184,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_pairwise,logodds_regret_reduction,184,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_pairwise,gold_probability_regret_reduction,184,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,nextgqa,2,exhaustive_minus_pairwise,accuracy_gain,184,0.0,0.0,0.0,1.0,10000
qwen3_vl_32b,nextgqa,3,pairwise_minus_singleton,optimal_set_recovery_gain,184,0.11322463768115944,0.04076086956521739,0.18931159420289853,0.0021997800219978004,10000
qwen3_vl_32b,nextgqa,3,pairwise_minus_singleton,logodds_regret_reduction,184,0.13403590792548734,0.0593895291342011,0.21284006626630184,0.000999900009999,10000
qwen3_vl_32b,nextgqa,3,pairwise_minus_singleton,gold_probability_regret_reduction,184,0.011736906668508273,0.004147553115510689,0.021165525102955003,0.0015998400159984002,10000
qwen3_vl_32b,nextgqa,3,pairwise_minus_singleton,accuracy_gain,184,0.029891304347826088,0.010869565217391304,0.051630434782608696,0.0035996400359964,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_singleton,optimal_set_recovery_gain,184,0.4397644927536232,0.38722826086956524,0.4918591485507245,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_singleton,logodds_regret_reduction,184,0.303071558036381,0.24015715730694975,0.3736552226275112,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_singleton,gold_probability_regret_reduction,184,0.0165255704587996,0.008800867059461318,0.026098027667073063,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_singleton,accuracy_gain,184,0.03260869565217391,0.01358695652173913,0.05434782608695652,0.0006999300069993001,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_pairwise,optimal_set_recovery_gain,184,0.32653985507246375,0.27853260869565216,0.3768115942028986,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_pairwise,logodds_regret_reduction,184,0.16903565011089364,0.13177739922111564,0.2087042912342094,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_pairwise,gold_probability_regret_reduction,184,0.004788663790291324,0.0026428198053572837,0.007331479514335721,9.999000099990002e-05,10000
qwen3_vl_32b,nextgqa,3,exhaustive_minus_pairwise,accuracy_gain,184,0.002717391304347826,0.0,0.006793478260869565,0.49135086491350866,10000
